"MEASURE","Measure","AGE","Age","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"2","Female population","36","36","1","New South Wales","A","Annual","2013","2013",49536,,
"2","Female population","36","36","1","New South Wales","A","Annual","2014","2014",50125,,
"2","Female population","36","36","1","New South Wales","A","Annual","2015","2015",51481,,
"11","Fertility rate","36","36","1","New South Wales","A","Annual","2004","2004",73.9,,
"11","Fertility rate","36","36","1","New South Wales","A","Annual","2005","2005",80.3,,
"11","Fertility rate","36","36","1","New South Wales","A","Annual","2006","2006",82,,
"11","Fertility rate","36","36","1","New South Wales","A","Annual","2007","2007",84.4,,
"11","Fertility rate","36","36","1","New South Wales","A","Annual","2008","2008",91.1,,
"11","Fertility rate","36","36","1","New South Wales","A","Annual","2009","2009",89.1,,
"11","Fertility rate","36","36","1","New South Wales","A","Annual","2010","2010",93.8,,
"11","Fertility rate","36","36","1","New South Wales","A","Annual","2011","2011",90.6,,
"11","Fertility rate","36","36","1","New South Wales","A","Annual","2012","2012",89.5,,
"11","Fertility rate","36","36","1","New South Wales","A","Annual","2013","2013",91.8,,
"11","Fertility rate","36","36","1","New South Wales","A","Annual","2014","2014",81.1,,
"11","Fertility rate","36","36","1","New South Wales","A","Annual","2015","2015",87.4,,
"1","Births","36","36","2","Victoria","A","Annual","2004","2004",2837,,
"1","Births","36","36","2","Victoria","A","Annual","2005","2005",3222,,
"1","Births","36","36","2","Victoria","A","Annual","2006","2006",3355,,
"1","Births","36","36","2","Victoria","A","Annual","2007","2007",3813,,
"1","Births","36","36","2","Victoria","A","Annual","2008","2008",3878,,
"1","Births","36","36","2","Victoria","A","Annual","2009","2009",3644,,
"1","Births","36","36","2","Victoria","A","Annual","2010","2010",3681,,
"1","Births","36","36","2","Victoria","A","Annual","2011","2011",3596,,
"1","Births","36","36","2","Victoria","A","Annual","2012","2012",3684,,
"1","Births","36","36","2","Victoria","A","Annual","2013","2013",3515,,
"1","Births","36","36","2","Victoria","A","Annual","2014","2014",3531,,
"1","Births","36","36","2","Victoria","A","Annual","2015","2015",3657,,
"2","Female population","36","36","2","Victoria","A","Annual","2004","2004",37309,,
"2","Female population","36","36","2","Victoria","A","Annual","2005","2005",38917,,
"2","Female population","36","36","2","Victoria","A","Annual","2006","2006",39128,,
"2","Female population","36","36","2","Victoria","A","Annual","2007","2007",42193,,
"2","Female population","36","36","2","Victoria","A","Annual","2008","2008",41392,,
"2","Female population","36","36","2","Victoria","A","Annual","2009","2009",39764,,
"2","Female population","36","36","2","Victoria","A","Annual","2010","2010",39642,,
"2","Female population","36","36","2","Victoria","A","Annual","2011","2011",38944,,
"2","Female population","36","36","2","Victoria","A","Annual","2012","2012",38545,,
"2","Female population","36","36","2","Victoria","A","Annual","2013","2013",38976,,
"2","Female population","36","36","2","Victoria","A","Annual","2014","2014",39729,,
"2","Female population","36","36","2","Victoria","A","Annual","2015","2015",40880,,
"11","Fertility rate","36","36","2","Victoria","A","Annual","2004","2004",76,,
"11","Fertility rate","36","36","2","Victoria","A","Annual","2005","2005",82.8,,
"11","Fertility rate","36","36","2","Victoria","A","Annual","2006","2006",85.8,,
"11","Fertility rate","36","36","2","Victoria","A","Annual","2007","2007",90.4,,
"11","Fertility rate","36","36","2","Victoria","A","Annual","2008","2008",93.7,,
"11","Fertility rate","36","36","2","Victoria","A","Annual","2009","2009",91.7,,
"11","Fertility rate","36","36","2","Victoria","A","Annual","2010","2010",92.9,,
"11","Fertility rate","36","36","2","Victoria","A","Annual","2011","2011",92.3,,
"11","Fertility rate","36","36","2","Victoria","A","Annual","2012","2012",95.6,,
"11","Fertility rate","36","36","2","Victoria","A","Annual","2013","2013",90.2,,
"11","Fertility rate","36","36","2","Victoria","A","Annual","2014","2014",88.9,,
"11","Fertility rate","36","36","2","Victoria","A","Annual","2015","2015",89.5,,
"1","Births","36","36","3","Queensland","A","Annual","2004","2004",1717,,
"1","Births","36","36","3","Queensland","A","Annual","2005","2005",1986,,
"1","Births","36","36","3","Queensland","A","Annual","2006","2006",2060,,
"1","Births","36","36","3","Queensland","A","Annual","2007","2007",2499,,
"1","Births","36","36","3","Queensland","A","Annual","2008","2008",2588,,
"1","Births","36","36","3","Queensland","A","Annual","2009","2009",2646,,
"1","Births","36","36","3","Queensland","A","Annual","2010","2010",2521,,
"1","Births","36","36","3","Queensland","A","Annual","2011","2011",2442,,
"1","Births","36","36","3","Queensland","A","Annual","2012","2012",2314,,
"1","Births","36","36","3","Queensland","A","Annual","2013","2013",2345,,
"1","Births","36","36","3","Queensland","A","Annual","2014","2014",2334,,
"1","Births","36","36","3","Queensland","A","Annual","2015","2015",2330,,
"2","Female population","36","36","3","Queensland","A","Annual","2004","2004",27566,,
"2","Female population","36","36","3","Queensland","A","Annual","2005","2005",28934,,
"2","Female population","36","36","3","Queensland","A","Annual","2006","2006",30028,,
"2","Female population","36","36","3","Queensland","A","Annual","2007","2007",32453,,
"2","Female population","36","36","3","Queensland","A","Annual","2008","2008",32859,,
"2","Female population","36","36","3","Queensland","A","Annual","2009","2009",32208,,
"2","Female population","36","36","3","Queensland","A","Annual","2010","2010",31127,,
"2","Female population","36","36","3","Queensland","A","Annual","2011","2011",30761,,
"2","Female population","36","36","3","Queensland","A","Annual","2012","2012",30735,,
"2","Female population","36","36","3","Queensland","A","Annual","2013","2013",30861,,
"2","Female population","36","36","3","Queensland","A","Annual","2014","2014",30904,,
"2","Female population","36","36","3","Queensland","A","Annual","2015","2015",31246,,
"11","Fertility rate","36","36","3","Queensland","A","Annual","2004","2004",62.3,,
"11","Fertility rate","36","36","3","Queensland","A","Annual","2005","2005",68.6,,
"11","Fertility rate","36","36","3","Queensland","A","Annual","2006","2006",68.6,,
"11","Fertility rate","36","36","3","Queensland","A","Annual","2007","2007",77,,
"11","Fertility rate","36","36","3","Queensland","A","Annual","2008","2008",78.8,,
"11","Fertility rate","36","36","3","Queensland","A","Annual","2009","2009",82.2,,
"11","Fertility rate","36","36","3","Queensland","A","Annual","2010","2010",81,,
"11","Fertility rate","36","36","3","Queensland","A","Annual","2011","2011",79.4,,
"11","Fertility rate","36","36","3","Queensland","A","Annual","2012","2012",75.3,,
"11","Fertility rate","36","36","3","Queensland","A","Annual","2013","2013",76,,
"11","Fertility rate","36","36","3","Queensland","A","Annual","2014","2014",75.6,,
"11","Fertility rate","36","36","3","Queensland","A","Annual","2015","2015",74.6,,
"1","Births","36","36","4","South Australia","A","Annual","2004","2004",708,,
"1","Births","36","36","4","South Australia","A","Annual","2005","2005",696,,
"1","Births","36","36","4","South Australia","A","Annual","2006","2006",778,,
"1","Births","36","36","4","South Australia","A","Annual","2007","2007",832,,
"1","Births","36","36","4","South Australia","A","Annual","2008","2008",887,,
"1","Births","36","36","4","South Australia","A","Annual","2009","2009",838,,
"1","Births","36","36","4","South Australia","A","Annual","2010","2010",770,,
"1","Births","36","36","4","South Australia","A","Annual","2011","2011",784,,
"1","Births","36","36","4","South Australia","A","Annual","2012","2012",774,,
"1","Births","36","36","4","South Australia","A","Annual","2013","2013",793,,
"1","Births","36","36","4","South Australia","A","Annual","2014","2014",822,,
"1","Births","36","36","4","South Australia","A","Annual","2015","2015",766,,
"2","Female population","36","36","4","South Australia","A","Annual","2004","2004",10617,,
"2","Female population","36","36","4","South Australia","A","Annual","2005","2005",10827,,
"2","Female population","36","36","4","South Australia","A","Annual","2006","2006",11075,,
"2","Female population","36","36","4","South Australia","A","Annual","2007","2007",11433,,
"2","Female population","36","36","4","South Australia","A","Annual","2008","2008",11344,,
"2","Female population","36","36","4","South Australia","A","Annual","2009","2009",10751,,
"2","Female population","36","36","4","South Australia","A","Annual","2010","2010",10366,,
"2","Female population","36","36","4","South Australia","A","Annual","2011","2011",10125,,
"2","Female population","36","36","4","South Australia","A","Annual","2012","2012",10052,,
"2","Female population","36","36","4","South Australia","A","Annual","2013","2013",10286,,
"2","Female population","36","36","4","South Australia","A","Annual","2014","2014",10208,,
"2","Female population","36","36","4","South Australia","A","Annual","2015","2015",10276,,
"11","Fertility rate","36","36","4","South Australia","A","Annual","2004","2004",66.7,,
"11","Fertility rate","36","36","4","South Australia","A","Annual","2005","2005",64.3,,
"11","Fertility rate","36","36","4","South Australia","A","Annual","2006","2006",70.3,,
"11","Fertility rate","36","36","4","South Australia","A","Annual","2007","2007",72.8,,
"11","Fertility rate","36","36","4","South Australia","A","Annual","2008","2008",78.2,,
"11","Fertility rate","36","36","4","South Australia","A","Annual","2009","2009",78,,
"11","Fertility rate","36","36","4","South Australia","A","Annual","2010","2010",74.3,,
"11","Fertility rate","36","36","4","South Australia","A","Annual","2011","2011",77.4,,
"11","Fertility rate","36","36","4","South Australia","A","Annual","2012","2012",77,,
"11","Fertility rate","36","36","4","South Australia","A","Annual","2013","2013",77.1,,
"11","Fertility rate","36","36","4","South Australia","A","Annual","2014","2014",80.6,,
"11","Fertility rate","36","36","4","South Australia","A","Annual","2015","2015",74.6,,
"1","Births","36","36","5","Western Australia","A","Annual","2004","2004",1004,,
"1","Births","36","36","5","Western Australia","A","Annual","2005","2005",1086,,
"1","Births","36","36","5","Western Australia","A","Annual","2006","2006",1188,,
"1","Births","36","36","5","Western Australia","A","Annual","2007","2007",1276,,
"1","Births","36","36","5","Western Australia","A","Annual","2008","2008",1434,,
"1","Births","36","36","5","Western Australia","A","Annual","2009","2009",1322,,
"1","Births","36","36","5","Western Australia","A","Annual","2010","2010",1287,,
"1","Births","36","36","5","Western Australia","A","Annual","2011","2011",1304,,
"1","Births","36","36","5","Western Australia","A","Annual","2012","2012",1352,,
"1","Births","36","36","5","Western Australia","A","Annual","2013","2013",1356,,
"1","Births","36","36","5","Western Australia","A","Annual","2014","2014",1363,,
"1","Births","36","36","5","Western Australia","A","Annual","2015","2015",1420,,
"2","Female population","36","36","5","Western Australia","A","Annual","2004","2004",14414,,
"2","Female population","36","36","5","Western Australia","A","Annual","2005","2005",15026,,
"2","Female population","36","36","5","Western Australia","A","Annual","2006","2006",15315,,
"2","Female population","36","36","5","Western Australia","A","Annual","2007","2007",16387,,
"2","Female population","36","36","5","Western Australia","A","Annual","2008","2008",16657,,
"2","Female population","36","36","5","Western Australia","A","Annual","2009","2009",16210,,
"2","Female population","36","36","5","Western Australia","A","Annual","2010","2010",16014,,
"2","Female population","36","36","5","Western Australia","A","Annual","2011","2011",16206,,
"2","Female population","36","36","5","Western Australia","A","Annual","2012","2012",16540,,
"2","Female population","36","36","5","Western Australia","A","Annual","2013","2013",16873,,
"2","Female population","36","36","5","Western Australia","A","Annual","2014","2014",17168,,
"2","Female population","36","36","5","Western Australia","A","Annual","2015","2015",17968,,
"11","Fertility rate","36","36","5","Western Australia","A","Annual","2004","2004",69.7,,
"11","Fertility rate","36","36","5","Western Australia","A","Annual","2005","2005",72.3,,
"11","Fertility rate","36","36","5","Western Australia","A","Annual","2006","2006",77.6,,
"11","Fertility rate","36","36","5","Western Australia","A","Annual","2007","2007",77.9,,
"11","Fertility rate","36","36","5","Western Australia","A","Annual","2008","2008",86.1,,
"11","Fertility rate","36","36","5","Western Australia","A","Annual","2009","2009",81.6,,
"11","Fertility rate","36","36","5","Western Australia","A","Annual","2010","2010",80.4,,
"11","Fertility rate","36","36","5","Western Australia","A","Annual","2011","2011",80.5,,
"11","Fertility rate","36","36","5","Western Australia","A","Annual","2012","2012",81.8,,
"11","Fertility rate","36","36","5","Western Australia","A","Annual","2013","2013",80.4,,
"11","Fertility rate","36","36","5","Western Australia","A","Annual","2014","2014",79.5,,
"11","Fertility rate","36","36","5","Western Australia","A","Annual","2015","2015",79.1,,
"1","Births","36","36","6","Tasmania","A","Annual","2004","2004",179,,
"1","Births","36","36","6","Tasmania","A","Annual","2005","2005",217,,
"1","Births","36","36","6","Tasmania","A","Annual","2006","2006",221,,
"1","Births","36","36","6","Tasmania","A","Annual","2007","2007",268,,
"1","Births","36","36","6","Tasmania","A","Annual","2008","2008",242,,
"1","Births","36","36","6","Tasmania","A","Annual","2009","2009",223,,
"1","Births","36","36","6","Tasmania","A","Annual","2010","2010",203,,
"1","Births","36","36","6","Tasmania","A","Annual","2011","2011",241,,
"1","Births","36","36","6","Tasmania","A","Annual","2012","2012",200,,
"1","Births","36","36","6","Tasmania","A","Annual","2013","2013",200,,
"1","Births","36","36","6","Tasmania","A","Annual","2014","2014",199,,
"1","Births","36","36","6","Tasmania","A","Annual","2015","2015",194,,
"2","Female population","36","36","6","Tasmania","A","Annual","2004","2004",3299,,
"2","Female population","36","36","6","Tasmania","A","Annual","2005","2005",3401,,
"2","Female population","36","36","6","Tasmania","A","Annual","2006","2006",3411,,
"2","Female population","36","36","6","Tasmania","A","Annual","2007","2007",3558,,
"2","Female population","36","36","6","Tasmania","A","Annual","2008","2008",3545,,
"2","Female population","36","36","6","Tasmania","A","Annual","2009","2009",3352,,
"2","Female population","36","36","6","Tasmania","A","Annual","2010","2010",3169,,
"2","Female population","36","36","6","Tasmania","A","Annual","2011","2011",3136,,
"2","Female population","36","36","6","Tasmania","A","Annual","2012","2012",2920,,
"2","Female population","36","36","6","Tasmania","A","Annual","2013","2013",2787,,
"2","Female population","36","36","6","Tasmania","A","Annual","2014","2014",2914,,
"2","Female population","36","36","6","Tasmania","A","Annual","2015","2015",2906,,
"11","Fertility rate","36","36","6","Tasmania","A","Annual","2004","2004",56.7,,
"11","Fertility rate","36","36","6","Tasmania","A","Annual","2005","2005",67.3,,
"11","Fertility rate","36","36","6","Tasmania","A","Annual","2006","2006",70.1,,
"11","Fertility rate","36","36","6","Tasmania","A","Annual","2007","2007",78.5,,
"11","Fertility rate","36","36","6","Tasmania","A","Annual","2008","2008",69.9,,
"11","Fertility rate","36","36","6","Tasmania","A","Annual","2009","2009",68.5,,
"11","Fertility rate","36","36","6","Tasmania","A","Annual","2010","2010",65.7,,
"11","Fertility rate","36","36","6","Tasmania","A","Annual","2011","2011",79,,
"11","Fertility rate","36","36","6","Tasmania","A","Annual","2012","2012",70.7,,
"11","Fertility rate","36","36","6","Tasmania","A","Annual","2013","2013",71.9,,
"11","Fertility rate","36","36","6","Tasmania","A","Annual","2014","2014",68.6,,
"11","Fertility rate","36","36","6","Tasmania","A","Annual","2015","2015",66.9,,
"1","Births","36","36","7","Northern Territory","A","Annual","2004","2004",111,,
"1","Births","36","36","7","Northern Territory","A","Annual","2005","2005",129,,
"1","Births","36","36","7","Northern Territory","A","Annual","2006","2006",130,,
"1","Births","36","36","7","Northern Territory","A","Annual","2007","2007",129,,
"1","Births","36","36","7","Northern Territory","A","Annual","2008","2008",133,,
"1","Births","36","36","7","Northern Territory","A","Annual","2009","2009",113,,
"1","Births","36","36","7","Northern Territory","A","Annual","2010","2010",125,,
"1","Births","36","36","7","Northern Territory","A","Annual","2011","2011",137,,
"1","Births","36","36","7","Northern Territory","A","Annual","2012","2012",131,,
"1","Births","36","36","7","Northern Territory","A","Annual","2013","2013",105,,
"1","Births","36","36","7","Northern Territory","A","Annual","2014","2014",125,,
"1","Births","36","36","7","Northern Territory","A","Annual","2015","2015",137,,
"2","Female population","36","36","7","Northern Territory","A","Annual","2004","2004",1657,,
"2","Female population","36","36","7","Northern Territory","A","Annual","2005","2005",1671,,
"2","Female population","36","36","7","Northern Territory","A","Annual","2006","2006",1791,,
"2","Female population","36","36","7","Northern Territory","A","Annual","2007","2007",1863,,
"2","Female population","36","36","7","Northern Territory","A","Annual","2008","2008",1833,,
"2","Female population","36","36","7","Northern Territory","A","Annual","2009","2009",1807,,
"2","Female population","36","36","7","Northern Territory","A","Annual","2010","2010",1785,,
"2","Female population","36","36","7","Northern Territory","A","Annual","2011","2011",1730,,
"2","Female population","36","36","7","Northern Territory","A","Annual","2012","2012",1830,,
"2","Female population","36","36","7","Northern Territory","A","Annual","2013","2013",1761,,
"2","Female population","36","36","7","Northern Territory","A","Annual","2014","2014",1785,,
"2","Female population","36","36","7","Northern Territory","A","Annual","2015","2015",1775,,
"11","Fertility rate","36","36","7","Northern Territory","A","Annual","2004","2004",67,,
"11","Fertility rate","36","36","7","Northern Territory","A","Annual","2005","2005",77.2,,
"11","Fertility rate","36","36","7","Northern Territory","A","Annual","2006","2006",72.6,,
"11","Fertility rate","36","36","7","Northern Territory","A","Annual","2007","2007",69.3,,
"11","Fertility rate","36","36","7","Northern Territory","A","Annual","2008","2008",72.6,,
"11","Fertility rate","36","36","7","Northern Territory","A","Annual","2009","2009",62.6,,
"11","Fertility rate","36","36","7","Northern Territory","A","Annual","2010","2010",70,,
"11","Fertility rate","36","36","7","Northern Territory","A","Annual","2011","2011",79.2,,
"11","Fertility rate","36","36","7","Northern Territory","A","Annual","2012","2012",71.7,,
"11","Fertility rate","36","36","7","Northern Territory","A","Annual","2013","2013",59.6,,
"11","Fertility rate","36","36","7","Northern Territory","A","Annual","2014","2014",70,,
"11","Fertility rate","36","36","7","Northern Territory","A","Annual","2015","2015",77.2,,
"1","Births","36","36","8","Australian Capital Territory","A","Annual","2004","2004",200,,
"1","Births","36","36","8","Australian Capital Territory","A","Annual","2005","2005",211,,
"1","Births","36","36","8","Australian Capital Territory","A","Annual","2006","2006",211,,
"1","Births","36","36","8","Australian Capital Territory","A","Annual","2007","2007",198,,
"1","Births","36","36","8","Australian Capital Territory","A","Annual","2008","2008",234,,
"1","Births","36","36","8","Australian Capital Territory","A","Annual","2009","2009",255,,
"1","Births","36","36","8","Australian Capital Territory","A","Annual","2010","2010",282,,
"1","Births","36","36","8","Australian Capital Territory","A","Annual","2011","2011",254,,
"1","Births","36","36","8","Australian Capital Territory","A","Annual","2012","2012",263,,
"1","Births","36","36","8","Australian Capital Territory","A","Annual","2013","2013",255,,
"1","Births","36","36","8","Australian Capital Territory","A","Annual","2014","2014",270,,
"1","Births","36","36","8","Australian Capital Territory","A","Annual","2015","2015",257,,
"2","Female population","36","36","8","Australian Capital Territory","A","Annual","2004","2004",2482,,
"2","Female population","36","36","8","Australian Capital Territory","A","Annual","2005","2005",2580,,
"2","Female population","36","36","8","Australian Capital Territory","A","Annual","2006","2006",2633,,
"2","Female population","36","36","8","Australian Capital Territory","A","Annual","2007","2007",2784,,
"2","Female population","36","36","8","Australian Capital Territory","A","Annual","2008","2008",2843,,
"2","Female population","36","36","8","Australian Capital Territory","A","Annual","2009","2009",2827,,
"2","Female population","36","36","8","Australian Capital Territory","A","Annual","2010","2010",2767,,
"2","Female population","36","36","8","Australian Capital Territory","A","Annual","2011","2011",2694,,
"2","Female population","36","36","8","Australian Capital Territory","A","Annual","2012","2012",2655,,
"2","Female population","36","36","8","Australian Capital Territory","A","Annual","2013","2013",2774,,
"2","Female population","36","36","8","Australian Capital Territory","A","Annual","2014","2014",2811,,
"2","Female population","36","36","8","Australian Capital Territory","A","Annual","2015","2015",2934,,
"11","Fertility rate","36","36","8","Australian Capital Territory","A","Annual","2004","2004",80.8,,
"11","Fertility rate","36","36","8","Australian Capital Territory","A","Annual","2005","2005",82,,
"11","Fertility rate","36","36","8","Australian Capital Territory","A","Annual","2006","2006",80.1,,
"11","Fertility rate","36","36","8","Australian Capital Territory","A","Annual","2007","2007",71.1,,
"11","Fertility rate","36","36","8","Australian Capital Territory","A","Annual","2008","2008",82.3,,
"11","Fertility rate","36","36","8","Australian Capital Territory","A","Annual","2009","2009",90.2,,
"11","Fertility rate","36","36","8","Australian Capital Territory","A","Annual","2010","2010",102,,
"11","Fertility rate","36","36","8","Australian Capital Territory","A","Annual","2011","2011",94.3,,
"11","Fertility rate","36","36","8","Australian Capital Territory","A","Annual","2012","2012",99.1,,
"11","Fertility rate","36","36","8","Australian Capital Territory","A","Annual","2013","2013",91.9,,
"11","Fertility rate","36","36","8","Australian Capital Territory","A","Annual","2014","2014",96.1,,
"11","Fertility rate","36","36","8","Australian Capital Territory","A","Annual","2015","2015",87.6,,
"1","Births","37","37","0","Australia","A","Annual","2004","2004",7951,,
"1","Births","37","37","0","Australia","A","Annual","2005","2005",8697,,
"1","Births","37","37","0","Australia","A","Annual","2006","2006",9479,,
"1","Births","37","37","0","Australia","A","Annual","2007","2007",10407,,
"1","Births","37","37","0","Australia","A","Annual","2008","2008",11477,,
"1","Births","37","37","0","Australia","A","Annual","2009","2009",11636,,
"1","Births","37","37","0","Australia","A","Annual","2010","2010",11549,,
"1","Births","37","37","0","Australia","A","Annual","2011","2011",11029,,
"1","Births","37","37","0","Australia","A","Annual","2012","2012",11076,,
"1","Births","37","37","0","Australia","A","Annual","2013","2013",10795,,
"1","Births","37","37","0","Australia","A","Annual","2014","2014",10448,,
"1","Births","37","37","0","Australia","A","Annual","2015","2015",10763,,
"2","Female population","37","37","0","Australia","A","Annual","2004","2004",143465,,
"2","Female population","37","37","0","Australia","A","Annual","2005","2005",145823,,
"2","Female population","37","37","0","Australia","A","Annual","2006","2006",151581,,
"2","Female population","37","37","0","Australia","A","Annual","2007","2007",155319,,
"2","Female population","37","37","0","Australia","A","Annual","2008","2008",166732,,
"2","Female population","37","37","0","Australia","A","Annual","2009","2009",166223,,
"2","Female population","37","37","0","Australia","A","Annual","2010","2010",160560,,
"2","Female population","37","37","0","Australia","A","Annual","2011","2011",157159,,
"2","Female population","37","37","0","Australia","A","Annual","2012","2012",154888,,
"2","Female population","37","37","0","Australia","A","Annual","2013","2013",154003,,
"2","Female population","37","37","0","Australia","A","Annual","2014","2014",155059,,
"2","Female population","37","37","0","Australia","A","Annual","2015","2015",156662,,
"11","Fertility rate","37","37","0","Australia","A","Annual","2004","2004",55.5,,
"11","Fertility rate","37","37","0","Australia","A","Annual","2005","2005",59.7,,
"11","Fertility rate","37","37","0","Australia","A","Annual","2006","2006",62.7,,
"11","Fertility rate","37","37","0","Australia","A","Annual","2007","2007",67.1,,
"11","Fertility rate","37","37","0","Australia","A","Annual","2008","2008",68.9,,
"11","Fertility rate","37","37","0","Australia","A","Annual","2009","2009",70.1,,
"11","Fertility rate","37","37","0","Australia","A","Annual","2010","2010",72,,
"11","Fertility rate","37","37","0","Australia","A","Annual","2011","2011",70.2,,
"11","Fertility rate","37","37","0","Australia","A","Annual","2012","2012",71.6,,
"11","Fertility rate","37","37","0","Australia","A","Annual","2013","2013",70.1,,
"11","Fertility rate","37","37","0","Australia","A","Annual","2014","2014",67.4,,
"11","Fertility rate","37","37","0","Australia","A","Annual","2015","2015",68.7,,
"1","Births","37","37","1","New South Wales","A","Annual","2004","2004",2672,,
"1","Births","37","37","1","New South Wales","A","Annual","2005","2005",3042,,
"1","Births","37","37","1","New South Wales","A","Annual","2006","2006",3178,,
"1","Births","37","37","1","New South Wales","A","Annual","2007","2007",3434,,
"1","Births","37","37","1","New South Wales","A","Annual","2008","2008",3903,,
"1","Births","37","37","1","New South Wales","A","Annual","2009","2009",3938,,
"1","Births","37","37","1","New South Wales","A","Annual","2010","2010",4079,,
"1","Births","37","37","1","New South Wales","A","Annual","2011","2011",3825,,
"1","Births","37","37","1","New South Wales","A","Annual","2012","2012",3703,,
"1","Births","37","37","1","New South Wales","A","Annual","2013","2013",3610,,
"1","Births","37","37","1","New South Wales","A","Annual","2014","2014",3314,,
"1","Births","37","37","1","New South Wales","A","Annual","2015","2015",3636,,
"2","Female population","37","37","1","New South Wales","A","Annual","2004","2004",47205,,
"2","Female population","37","37","1","New South Wales","A","Annual","2005","2005",47497,,
"2","Female population","37","37","1","New South Wales","A","Annual","2006","2006",49137,,
"2","Female population","37","37","1","New South Wales","A","Annual","2007","2007",50084,,
"2","Female population","37","37","1","New South Wales","A","Annual","2008","2008",53975,,
"2","Female population","37","37","1","New South Wales","A","Annual","2009","2009",53838,,
"2","Female population","37","37","1","New South Wales","A","Annual","2010","2010",52360,,
"2","Female population","37","37","1","New South Wales","A","Annual","2011","2011",51061,,
"2","Female population","37","37","1","New South Wales","A","Annual","2012","2012",49723,,
"2","Female population","37","37","1","New South Wales","A","Annual","2013","2013",49383,,
"2","Female population","37","37","1","New South Wales","A","Annual","2014","2014",49765,,
"2","Female population","37","37","1","New South Wales","A","Annual","2015","2015",50394,,
"11","Fertility rate","37","37","1","New South Wales","A","Annual","2004","2004",56.6,,
"11","Fertility rate","37","37","1","New South Wales","A","Annual","2005","2005",64.1,,
"11","Fertility rate","37","37","1","New South Wales","A","Annual","2006","2006",64.7,,
"11","Fertility rate","37","37","1","New South Wales","A","Annual","2007","2007",68.6,,
"11","Fertility rate","37","37","1","New South Wales","A","Annual","2008","2008",72.3,,
"11","Fertility rate","37","37","1","New South Wales","A","Annual","2009","2009",73.2,,
"11","Fertility rate","37","37","1","New South Wales","A","Annual","2010","2010",77.9,,
"11","Fertility rate","37","37","1","New South Wales","A","Annual","2011","2011",74.9,,
"11","Fertility rate","37","37","1","New South Wales","A","Annual","2012","2012",74.5,,
"11","Fertility rate","37","37","1","New South Wales","A","Annual","2013","2013",73.1,,
"11","Fertility rate","37","37","1","New South Wales","A","Annual","2014","2014",66.6,,
"11","Fertility rate","37","37","1","New South Wales","A","Annual","2015","2015",72.2,,
"1","Births","37","37","2","Victoria","A","Annual","2004","2004",2213,,
"1","Births","37","37","2","Victoria","A","Annual","2005","2005",2415,,
"1","Births","37","37","2","Victoria","A","Annual","2006","2006",2672,,
"1","Births","37","37","2","Victoria","A","Annual","2007","2007",2915,,
"1","Births","37","37","2","Victoria","A","Annual","2008","2008",3227,,
"1","Births","37","37","2","Victoria","A","Annual","2009","2009",3154,,
"1","Births","37","37","2","Victoria","A","Annual","2010","2010",2969,,
"1","Births","37","37","2","Victoria","A","Annual","2011","2011",2912,,
"1","Births","37","37","2","Victoria","A","Annual","2012","2012",3136,,
"1","Births","37","37","2","Victoria","A","Annual","2013","2013",2942,,
"1","Births","37","37","2","Victoria","A","Annual","2014","2014",2832,,
"1","Births","37","37","2","Victoria","A","Annual","2015","2015",2832,,
"2","Female population","37","37","2","Victoria","A","Annual","2004","2004",36442,,
"2","Female population","37","37","2","Victoria","A","Annual","2005","2005",37501,,
"2","Female population","37","37","2","Victoria","A","Annual","2006","2006",39070,,
"2","Female population","37","37","2","Victoria","A","Annual","2007","2007",39576,,
"2","Female population","37","37","2","Victoria","A","Annual","2008","2008",42688,,
"2","Female population","37","37","2","Victoria","A","Annual","2009","2009",41887,,
"2","Female population","37","37","2","Victoria","A","Annual","2010","2010",40136,,
"2","Female population","37","37","2","Victoria","A","Annual","2011","2011",40014,,
"2","Female population","37","37","2","Victoria","A","Annual","2012","2012",39361,,
"2","Female population","37","37","2","Victoria","A","Annual","2013","2013",38923,,
"2","Female population","37","37","2","Victoria","A","Annual","2014","2014",39313,,
"2","Female population","37","37","2","Victoria","A","Annual","2015","2015",40046,,
"11","Fertility rate","37","37","2","Victoria","A","Annual","2004","2004",60.7,,
"11","Fertility rate","37","37","2","Victoria","A","Annual","2005","2005",64.4,,
"11","Fertility rate","37","37","2","Victoria","A","Annual","2006","2006",68.4,,
"11","Fertility rate","37","37","2","Victoria","A","Annual","2007","2007",73.7,,
"11","Fertility rate","37","37","2","Victoria","A","Annual","2008","2008",75.6,,
"11","Fertility rate","37","37","2","Victoria","A","Annual","2009","2009",75.3,,
"11","Fertility rate","37","37","2","Victoria","A","Annual","2010","2010",74,,
"11","Fertility rate","37","37","2","Victoria","A","Annual","2011","2011",72.8,,
"11","Fertility rate","37","37","2","Victoria","A","Annual","2012","2012",79.7,,
"11","Fertility rate","37","37","2","Victoria","A","Annual","2013","2013",75.6,,
"11","Fertility rate","37","37","2","Victoria","A","Annual","2014","2014",72,,
"11","Fertility rate","37","37","2","Victoria","A","Annual","2015","2015",70.7,,
"1","Births","37","37","3","Queensland","A","Annual","2004","2004",1368,,
"1","Births","37","37","3","Queensland","A","Annual","2005","2005",1517,,
"1","Births","37","37","3","Queensland","A","Annual","2006","2006",1607,,
"1","Births","37","37","3","Queensland","A","Annual","2007","2007",1921,,
